warscroll_id|line|name|description|legend|ability_type|is_reaction|condition|keywords|ability_phase|points_type|points|
000001988|1|Tail Swipe|<b>Declare:</b> Pick an enemy unit in combat with this unit to be the target.<br><br><b>Effect:</b> Roll a dice for each model in the target unit, to a maximum of 8. For each 5+, inflict 1 <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on the target.|The mighty Bastiladon swings its clubbed tail into the ranks of enemies, knocking them back with brutal force.|Offensive|false|Once Per Turn (Army), Any Combat Phase|Rampage|Combat Phase|||
000001989|1|Bone Spirit|<b>Declare:</b> Pick a friendly <span class="tooltip00244" data-tooltip-content="#tooltip_content00244" data-tooltip-anchor="#tooltip_content00244"><span class="kwb">BONESPLITTERZ</span> <span class="kwb">CAVALRY</span></span> unit within this unit’s <a href="/aos4/the-rules/the-core-rules/#Combat-Range">combat range</a> to be the target.<br><br><b>Effect:</b> Roll a dice. On a 3+, add 1 to <a href="">wound rolls</a> for the target’s <a href="">combat attacks</a> for the rest of the turn. This ability also affects <a href=""><b>Companion</b></a> weapons.|Maniak Weirdnobs are followed closely into battle by other boarboys, their wild cries riling the ornery hogs as much as it gets the ladz raring for a fight.|Offensive|false|Once Per Turn (Army), Any Combat Phase||Combat Phase|||
000001990|1|Wurrgog Mask|<b>Effect:</b> For the rest of the turn:<br><ul><li>The Attacks characteristic of this unit’s <b>Deadly Green Bolts</b> is 12 instead of D6.</li><li>For each unmodified <a href="">hit roll</a> of 1 for a <a href="">shooting attack</a> made by this unit, inflict D3 <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on this unit after the <span class="kwb">SHOOT</span> ability has been resolved.</li></ul>|The shaman taps into the power of their mask, unleashing the full might of their deadly green bolts – but if they stare too long, their head may explode!|Shooting|false|Once Per Battle (Army), Your Shooting Phase||Shooting Phase|||
000001990|2|Squiggly Curse|<b>Declare:</b> Pick an enemy <span class="kwb">HERO</span> in combat with the caster to be the target, then make a <a href="/aos4/the-rules/the-core-rules/#Spells">casting roll</a> of 2D6.<br><br><b>Effect:</b> Inflict D3 <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on the target. If the target is destroyed by this spell, add 1 to this unit’s <a href="/aos4/the-rules/the-core-rules/#Power-Level">power level</a> for the rest of the battle.|The shaman transforms an enemy into a tiny squiggly beast. Scooping up the indignant creature, the shaman bags himself a new squeaky wotsit that he can squeeze to boost his spells.|Special|false|Your Hero Phase|Spell, Unlimited|Hero Phase|Spell|4|
000001991|1|Primal Hex|<b>Declare:</b> Pick an enemy <span class="kwb">WIZARD</span> within 24" of this unit to be the target.<br><br><b>Effect:</b> Roll a dice. On a 3+, until the start of your next turn, each time the target uses a <span class="kwb">SPELL</span> or <span class="kwb">UNBIND</span> ability, this unit gains 1 <a href="/aos4/the-rules/the-core-rules/#Prayers">ritual point</a>.|With a bellow and vigorous shaking of his Bonebeast Stikk, the Wardokk makes it clear that any ‘messin’ about’ will not go well for the enemy.|Special|false|Once Per Turn (Army), Your Hero Phase||Hero Phase|||
000001992|1|Wild Enthusiasm|<b>Effect:</b> This unit can use the ‘<a href="">Power Through</a>’ command even if it has not <a href="">charged</a> this turn. In addition, when you pick a target for that command, the target does not have to have a lower Health characteristic than this unit.|Between their own flagrant disregard for self-preservation and their hogs’ nigh uncontrollable rampages, Savage Boarboys often barrel right into and through even the most dangerous enemies.|Special|false|Passive||End of Turn|||
000001993|1|Morboy Fury|<b>Effect:</b> If this unit <a href="">charged</a> this turn, enemy units cannot use <a href="/aos4/the-rules/the-core-rules/#Commands-2025-26">commands</a> while they are in combat with this unit.|When Morboys charge into battle, the sheer mass and impetus of their charge can crumple battlelines and disrupt the coordination of even the finest warriors.|Special|false|Passive||Start of Turn|||
000001994|1|On a Tear|<b>Effect:</b> Add 5 to this unit’s control score for the rest of the turn.|The bellowing jeers of the boarboys and the squealing roars of their ferocious mounts as they pelt towards their targets makes for a bowel-shuddering sight.|Offensive|true|Once Per Turn (Army), Reaction: You declared a <ky>Charge</ky> ability for this unit||Charge Phase|||
000001995|1|Aim Fer Its Eyes|<b>Declare:</b> If all of the attacks made with this unit’s <b>Stinga Bows</b> this turn targeted the same enemy unit, pick that enemy unit to be the target.<br><br><b>Effect:</b> Roll a dice. Add 1 to the roll if the target is a <span class="kwb">BEAST</span> or <span class="kwb">CAVALRY</span> unit, or add 2 to the roll if the target is a <span class="kwb">MONSTER</span>. On a 4+, subtract 1 from the Attacks characteristic of the target’s <a href=""><b>Companion</b></a> weapons for the rest of the turn.|Arrowboys loose shots at the eyes of their bestial prey, causing them immense pain and fouling their attacks.|Offensive|false|Once Per Battle Round (Army), Any Shooting Phase||Shooting Phase|||
000001996|1|The Savage Hordes|<b>Effect:</b> Add 10 to the control score of this unit while it is in combat with any enemy units that <a href="">charged</a> this turn.|Savage Orruks are the backbone of their warclan, going to battle in great mobs that become wild and intractable once the fighting gets going.|Defensive|false|Passive||End of Turn|||
000001997|1|Da Final Fling|<b>Effect:</b> While this unit is not in combat, each time a model in this unit is slain by a <a href="">shooting attack</a> and that model was within 12" of the attacking unit, roll a dice. Add 2 to the roll if the attacking unit was a <span class="kwb">MONSTER</span>. On a 4+, inflict D6 <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on the attacking unit after the <span class="kwb">SHOOT</span> ability has been resolved.|Should a Big Stabba team be slain before they get a chance to ‘give ’em a stabbin’’, they will use their last moments to hurl their Gorktoof spear at the foe.|Defensive|false|Passive||Shooting Phase|||
000001998|1|Havin’ A Good Old Rukk|<b>Effect:</b> Pick a friendly <span class="tooltip00245" data-tooltip-content="#tooltip_content00245" data-tooltip-anchor="#tooltip_content00245"><span class="kwnon">non-</span><span class="kwb">HERO</span> <span class="kwb">BONESPLITTERZ</span> <span class="kwb">INFANTRY</span></span> unit that has not used a <span class="kwb">FIGHT</span> ability this turn and is within this unit’s <a href="/aos4/the-rules/the-core-rules/#Combat-Range">combat range</a> to be the target. The target can be picked to use a <span class="kwb">FIGHT</span> ability immediately after the <span class="kwb">FIGHT</span> ability used by this unit has been resolved. If it is picked to do so, add 1 to the Attacks characteristic of the target’s melee weapons for the rest of the turn.|As the boss gets stuck in, the boyz nearby can’t help but get involved.|Offensive|true|Reaction: You declared a <ky>Fight</ky> ability for this unit||Combat Phase|||
000001999|1|Battle Damaged|<b>Effect:</b> While this unit has 10 or more damage points, the Attacks characteristic of <b>The Dread Mace</b> is 4 and this unit has a Control characteristic of 10.||Damage|false|Passive||Start of Turn|||
000001999|2|Rampaging Destruction|<b>Effect:</b> If this unit <a href="">charged</a> this phase, pick 1 of the following effects:<br><ul><li>Roll a dice for each enemy unit within 1" of this unit. On a 2+, inflict an amount of <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on that unit equal to the roll.</li><li>Pick an enemy <span class="kwb">MONSTER</span> in combat with this unit and roll 2D6. On a 7, this ability has no effect. Otherwise, inflict an amount of mortal damage on that unit equal to the results on the dice used for the 2D6 roll multiplied together. For example, a 2D6 roll of 2 and 6 would inflict 12 mortal damage (2 × 6).</li></ul>|Kragnos rampages through the press of his foes, his hooves flattening all in his path.|Offensive|false|Once Per Turn (Army), Any Charge Phase|Rampage|Charge Phase|||
000001999|3|The End of Empires|<b>Effect:</b> For the rest of the turn, add 1 to the number of dice rolled when making <a href="/aos4/the-rules/the-core-rules/#Charge-Phase">charge rolls</a> for friendly <span class="kwb">DESTRUCTION</span> units while they are wholly within 12" of this unit, to a maximum of 3.|Where Kragnos goes, the hordes of Destruction follow.|Movement|false|Your Charge Phase||Charge Phase|||
000001999|4|The Shield Inviolate|<b>Effect:</b> If this unit was picked to be the target of that spell, roll a dice. On a 3+, ignore the effect of that spell on this unit. This unit can use this ability more than once per phase but only once per <span class="kwb">SPELL</span> ability.|Tuskbreaker has the power to guard Kragnos against even the most potent magical force.|Defensive|true|Reaction: Opponent declared a <ky>Spell</ky> ability||Hero Phase|||
000001999|5|Avatar of Destruction|<b>Effect:</b> If this unit would be automatically destroyed, it is not automatically destroyed. Instead, allocate 6 damage points to it (<a href="/aos4/the-rules/the-core-rules/#Ward-Saves">ward rolls</a> cannot be made for those damage points).|Kragnos is the embodiment of Ghur’s relentless ferocity. No single strike can lay him low.|Defensive|false|Passive||Defensive reaction|||
000002000|1|Hedkrakka, Gob of Gork|<b>Effect:</b> While this unit’s <b>Hedkrakka, Gob of Gork</b>, is on the battlefield, it has <a href="/aos4/the-rules/the-core-rules/#Power-Level">Wizard (1)</a>.|The self-proclaimed Gob of Gork claims to hear the voice of Gorkamorka through his pet squig-snake.|Special|false|Passive||Hero Phase|||
000002000|2|Go For Da Eyes|<b>Declare:</b> If this unit’s <b>Dakko Sharp-Stikka</b> is on the battlefield, pick a <a href="/aos4/the-rules/the-core-rules/#Visibility">visible</a> enemy unit within 18" of this unit to be the target.<br><br><b>Effect:</b> Roll a dice. Add 1 to the roll if the target is a <span class="kwb">MONSTER</span>. On a 4+, inflict 1 <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on the target.|Dakko is one of the more accomplished archers in the warclans and can land a shot with surprising accuracy.|Shooting|false|Once Per Turn (Army), Your Shooting Phase||Shooting Phase|||
000002001|1|Battle Damaged|<b>Effect:</b> While this unit has 10 or more damage points, the Attacks characteristic of The Dread Mace is 4 and this unit has a Control characteristic of 10.||Damage|false|Passive||Start of Turn|||
000002001|2|Rampaging Destruction|<b>Effect:</b> If this unit charged this phase, pick 1 of the following effects:<br><ul><li>Roll a dice for each enemy unit within 1" of this unit. On a 2+, inflict an amount of <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on that unit equal to the roll.</li><li>Pick an enemy <span class="kwb">MONSTER</span> in combat with this unit and roll 2D6. On a 7, this ability has no effect. Otherwise, inflict an amount of mortal damage on that unit equal to the results on the dice used for the 2D6 roll multiplied together. For example, a 2D6 roll of 2 and 6 would inflict 12 mortal damage (2 × 6).</li></ul>|Kragnos rampages through the press of his foes, his hooves flattening all in his path.|Offensive|false|Once Per Turn (Army), Any Charge Phase|Rampage|Charge Phase|||
000002001|3|The End of Empires|<b>Effect:</b> For the rest of the turn, add 1 to the number of dice rolled when making <a href="/aos4/the-rules/the-core-rules/#Charge-Phase">charge rolls</a> for friendly <span class="kwb">DESTRUCTION</span> units while they are wholly within 12" of this unit, to a maximum of 3.|Where Kragnos goes, the hordes of Destruction follow.|Movement|false|Your Charge Phase||Charge Phase|||
000002001|4|The Shield Inviolate|<b>Effect:</b> If this unit was picked to be the target of that spell, roll a dice. On a 3+, ignore the effect of that spell on this unit. This unit can use this ability more than once per phase but only once per <span class="kwb">SPELL</span> ability.|Tuskbreaker has the power to guard Kragnos against even the most potent magical force.|Defensive|true|Reaction: Opponent declared a <ky>SPELL</ky> ability||Hero Phase|||
000002001|5|Avatar of Destruction|<b>Effect:</b> If this unit would be automatically destroyed, it is not automatically destroyed. Instead, allocate 6 damage points to it (<a href="/aos4/the-rules/the-core-rules/#Ward-Saves">ward rolls</a> cannot be made for those damage points).|Kragnos is the embodiment of Ghur’s relentless ferocity. No single strike can lay him low.|Defensive|false|Passive||Defensive reaction|||
