id|name|faction_id|source_id|legend|regiment_options|notes|description|role|virtual|no_reinforced|link|Move|Save|Control|Health|Ward|UnitSize|Cost|
000001547|Soul Grinder|StD|000000138|Sometimes, when a daemon is banished in an especially humiliating fashion, their bitterness will lead them to seek the insane overseers of the Forge of Souls. To these seekers is offered a bargain: an opportunity to re-enter the Mortal Realms far sooner than the terms of banishment typically allows in exchange for paying a tithe of souls to the forgemasters. Daemons who accept these stipulations are transformed; they become Soul Grinders, fusions of metal and raw Chaotic energy, unleashed upon the hapless realms.|Daemon, Monster|||Monster|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Soul-Grinder|10"|4+|5|16|6+|1|330|
000001548|Eternus, Blade of the First Prince|StD||Sworn to Be’lakor and granted immortality, Eternus rides at the head of First Prince’s legions, crushing those who oppose his ascension. His mighty weapons are not his only means of waging war, for Eternus commands a vast network of spies and warriors loyal to the Dark Master.|0-1 %000011658Ruinous Champion%, Any %000002488Slaves to Darkness%|This <span class="kwb">HERO</span> can join <b>Be’lakor</b>’s regiment.||Cavalry Hero|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Eternus-Blade-of-the-First-Prince|9"|3+|2|9||1|180|
000001549|Gaunt Summoner|StD||To the daemonic Gaunt Summoners, reality is but a plaything. At the will of their master Archaon they lead armies of mortals to wreak terrible havoc. They can consume their foes in hellfire and manipulate realmgates to summon minions to their side in a matter of moments.|Any %000002488Slaves to Darkness%|||Infantry Hero|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Gaunt-Summoner|5"|5+|2|5|5+|1|160|
000001551|Ogroid Theridons|StD||Serving as shock troops to the armies of Chaos, these formidable warriors are found where the fighting is thickest, wielding both monstrous strength and honed martial skill to carve swathes of ruin through the ranks of the enemy.|Infantry|||Infantry|false|false|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Ogroid-Theridons|6"|4+|2|5||3|160|
000001555|The Gnarlspirit Pack|StD|000000138|Sarrakkar Blackwing is the hunt-shaman of the Gnarlspirit Pack. This gaunt and savage figure communes with the mysterious entities to whom his warriors have pledged themselves, translating their growls into commands and their fury into dark sorcery. The Gnarlspirit Pack are Darkoath warriors in thrall to monstrous spirits. These entities demand a tribute of slaughter and atrocity – and so long as these warriors can wet their blades with warm blood, they are eager to comply.|Unique, Darkoath, Infantry|This unit cannot be reinforced.|<b><i>Each model in this unit is armed with Gnarlspirit Weapons. The models in this unit are:<br><ul><li>Sarrakkar Blackwing (champion)</li><li>Gorl Spinehammer</li><li>Crimson Kheira</li><li>Lupan Longcut</li></ul></i></b>|Infantry|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/The-Gnarlspirit-Pack|5"|6+|1|2||4|110|
000001742|Darkoath Chieftain on Warsteed|StD||Only the mightiest and most ruthless Darkoath warriors may rise to command their tribe in battle. Their killing prowess honed by years of strife and slaughter, they lead their people to victory after bloody victory, claiming heads with every swing of their cursed weapons.|0-1 %000011659Oathsworn%, 0-1 %000007597Monster%, Any %000007612Darkoath%|This <span class="kwb">HERO</span> can join an eligible regiment as an Oathsworn.||Cavalry Hero|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Darkoath-Chieftain-on-Warsteed|12"|4+|2|7||1|100|
000001743|Darkoath Wilderfiend|StD||Wilderfiends are both guardians and persecutors of the Darkoath tribes. Once mortal heroes themselves, they have been warped and twisted into hunched abominations that crave flesh and wield powers of primal sorcery to annihilate their prey.|Darkoath, Beast|||Beast|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Darkoath-Wilderfiend|8"|5+|1|9|5+|1|130|
000001744|Darkoath Marauders|StD||Each and every Darkoath warrior is trained in the way of the axe and the sword from the youngest age. Having sworn bloody oaths to their patron gods, they seek to fulfil them by any means necessary, their bodies flushed with power by every pledge completed.|Darkoath, Infantry|||Infantry|false|false|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Darkoath-Marauders|5"|5+|1|1||10|80|
000001745|Darkoath Fellriders|StD||The Darkoath prize speed and agility above all in their light cavalry. Fellriders are mounted daredevils, outflanking their foes on lightning-swift and aggressive mounts, riddling their ranks with volleys of javelins before charging in to deal the killing blow.|Darkoath, Cavalry||<b><i>Each model in this unit is armed with Warsteed’s Hooves and 1 of the following options:<br><ul><li>Marauder Javelin</li><li>Fellrider Blades</li></ul></i></b>|Cavalry|false|false|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Darkoath-Fellriders|12"|5+|1|3||5|140|
000001748|Abraxia, Spear of the Everchosen|StD||Once a whelp in the Varanspire’s fighting pits, Abraxia has risen to command the Swords of Chaos – the infamous First Circle of the Varanguard. She is a warrior of matchless willpower, convinced that there is no challenge she cannot best through bloody-minded grit. To Abraxia, Chaos represents a state of perpetual testing rather than being embodied in four insane gods. Such an anti-deific attitude pleases Archaon, who offers Abraxia that rarest of boons – a measure of his trust. In her conquest of the Sigmarite city of the Phoenicium, Abraxia consumed the sacred fire at the bastion’s heart. Cinder now flickers when she speaks, while in her eyes rages a tortured and captive flame.|0-1 %000011658Ruinous Champion%, Any %000002488Slaves to Darkness%|||Monster Hero|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Abraxia-Spear-of-the-Everchosen|10"|3+|5|14|5+|1|250|
000001749|Gunnar Brand|StD||Gunnar Brand is a legend amongst the Darkoath tribes of the eastern Great Parch. His warrior skills, coarse charisma and raw grit have seen him emerge triumphant against seemingly impossible odds time and again. Many whisper that Gunnar’s brother forged a deal with a Wilderfiend and that the Chaos Gods have their gaze upon him.|%000014330<b>Singri Brand</b>% (required), %000014327<b>The Oathsworn Kin</b>% (required), Any %000007612Darkoath%|||Infantry Hero|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Gunnar-Brand|5"|5+|2|6||1|180|
000001750|The Oathsworn Kin|StD||Gunnar Brand is a hero amongst the Darkoath tribes of Aqshy, but he could not have won his greatest victories without the aid of his companions. The Oathsworn Kin form his closest circle of confidants – Dendrel Direbrand and Warqueen Tanari cave in skulls with hammer and spear while Broken Nadja trails behind, her deadly incantations reducing foes to madness.|Unique, Darkoath, Infantry|This unit can only be taken in <b>Gunnar Brand</b>’s regiment. This unit cannot be reinforced.|<i><b><ul><li>Warqueen Tanari and Dendrel Direbrand are each armed with a Heavy Darkoath Weapon.</li><li>Broken Nadja is armed with a Gnarled Staff.</li></ul></b></i>|Infantry|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/The-Oathsworn-Kin|5"|5+|1|3||3|0|
000001751|Singri Brand|StD||Singri is the daughter of Gunnar Brand, heir apparent to the Darkoath tribes of the Snow Peaks. She charges into battle with a brash ferocity, one that often vexes her father, yet none are as capable as she at teasing out speed from a warhorse, nor as skilled in loosing pinpoint arrows while galloping at full tilt as Singri.|None|This unit can only be taken in <b>Gunnar Brand</b>’s regiment.||Cavalry Hero|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Singri-Brand|12"|5+|2|4||1|0|
000001752|Nexus Chaotica|StD||True champions of Chaos recognise that the gods demand more than simple slaughter. The realms themselves must be laced with taint; the arcane ley lines must be inundated with corruption. This is the purpose of the Nexus Chaotica, a shrine raised at a geomantic confluence for the express purpose of withering it.|||<b>The following universal terrain abilities apply to this terrain feature (Terrain, 1.2):<br><br>Cover, Impassable</b>|Faction Terrain|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Nexus-Chaotica|-|4+|0|12||1|0|
000001771|Chaos Furies|StD||Furies are spiteful daemonic imps that throng those lands under the sway of Chaos. Though individually weak, when they swarm they can prove surprisingly deadly, waiting until the foe’s back is turned before launching vicious hit-and-run attacks.|Daemon, Infantry|||Infantry|false|false|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Chaos-Furies|12"|6+|1|1|6+|6|120|
000001822|Brand’s Oathbound|StD|000000108|Gunnar Brand is a legend amongst the Darkoath tribes of the Great Parch in Aqshy. He is a champion of the gods, however unwillingly, and though often found leading his tribe to war, there are times when he must roam far from his homeland. With him come his keen-eyed daughter Singri, the muscular huscarl Dendrel, the twisted shaman Nadja, and Tanari of the Takblood, both a rival and a staunch ally.||||Regiment of Renown|true|false|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Brand-s-Oathbound|||||||200|
000001823|Hargax’s Pit-Beasts|StD|000000108|Hargax once ruled the gladiatorial Pit of Shattered Spines with a fist of iron. Eventually overthrown by a younger rival, the ogroid was not slain. Determined to reclaim his position, Hargax roams the lands searching for fearsome monsters to break into submission and add to his growing war menagerie.||||Regiment of Renown|true|false|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Hargax-s-Pit-Beasts|||||||390|
000002007|Lord Skaldior’s Chosen|StD|000000025|Legends hold that Chaos Lord Skaldior rose to serve Archaon centuries ago. His host travels the realms in complete silence, their arrival to battle heralded only by the warping and bending of the lands around them. Lord Skaldior carries out the Everchosen’s bidding wherever he is sent, appearing amongst the Dark Pantheon’s faithful and fighting alongside them to further Archaon’s unknowable designs.||||Regiment of Renown|true|false|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Lord-Skaldior-s-Chosen|||||||530|
000002013|Godmarked Ascendant|StD|000000025|Those rare few that achieve apotheosis stand upon the apex of the Path to Glory as Daemon Princes, each seeking to engrave their names upon the annals of history. Alongside worshippers and daemons of their chosen patron, they will wreak paths of catastrophic violence across the realms to further their legend. Those accompanying these Daemon Princes are branded with a mark of favour from their god.||||Regiment of Renown|true|false|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Godmarked-Ascendant|||||||260|
000002018|Goroan Scions|StD|000000143|The beasts known as ogroids were once the Goroans, a race of Destruction that fell to Chaos after orruks sacked their capital. But not every Goroan clan spat upon Gorkamorka; some stayed faithful, and they occasionally emerge to fight alongside their old kin. Their gifts of ‘flashy choppas’ is usually enough to banish any suspicion.||||Regiment of Renown|true|false|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Goroan-Scions|||||||420|
000002084|Krittok’s Clawpack|StD|000000014|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Krittok-s-Clawpack||||||||
000002114|One-eyed Grunnock|StD|000000038|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/slaves-to-darkness/One-eyed-Grunnock||||||||
000002175|Stumblefoot Gargant|StD|000000143|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Stumblefoot-Gargant||||||||
000002211|Volt-Klaw’s Enginecoven|StD|000000014|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Volt-Klaw-s-Enginecoven||||||||
000002281|Snerk’s Trogg-Fer-Hire|StD|000000143|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Snerk-s-Trogg-Fer-Hire||||||||
000002401|Scourge of Ghyran Abraxia, Spear of the Everchosen|StD|000000151|Few of the Dark Gods’ champions have wrought more horror upon the Everspring Swathe than Abraxia, the Spear of the Everchosen. She has sworn to drown the jungles in the blood of her foes and charges into battle at the head of a vast Chaos horde. Her warriors dread her anger and will obey whatever order she gives, no matter how likely it is to result in their gruesome deaths.|0-1 %000011658Ruinous Champion%, Any %000002488SLAVES TO DARKNESS%|This unit is legal for Matched Play for battles fought using the General’s Handbook 2025-26 battlepack.||Monster Hero|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Scourge-of-Ghyran-Abraxia-Spear-of-the-Everchosen|10"|3+|5|14|5+|1|300|
